School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out,Mother_Job_health,Mother_Job_other,Mother_Job_services,Mother_Job_teacher,Father_Job_health,Father_Job_other,Father_Job_services,Father_Job_teacher,Reason_for_Choosing_School_home,Reason_for_Choosing_School_other,Reason_for_Choosing_School_reputation,Guardian_mother,Guardian_other
0,1,18,1,0,1,4,4,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,13,12,0,0,0,0,1,0,0,1,0,1,0,0,1,0
0,0,15,1,1,1,3,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,1,5,4,12,11,11,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0,0,15,1,0,1,4,2,1,3,0,0,1,1,1,1,1,1,0,5,3,3,1,3,1,3,15,15,14,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1,0,16,1,0,1,3,1,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,1,1,8,6,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,18,0,0,1,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0,7,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,17,1,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,3,15,15,17,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,18,0,0,1,3,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8,1,0,1,0,0,0,1,0,0,0,0,1,1,0
0,0,16,1,1,1,2,2,3,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,4,0,14,13,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,15,0,0,1,3,3,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,11,9,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,17,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,18,1,0,1,2,3,1,4,0,0,0,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,15,0,1,1,1,1,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,10,10,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,16,1,0,1,4,4,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,4,4,14,15,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,18,0,0,1,4,4,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,7,9,11,12,0,0,0,0,1,0,1,0,0,0,0,1,1,0
1,1,16,1,1,1,2,1,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4,10,9,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,17,0,0,1,3,2,1,2,1,0,0,0,0,1,1,0,1,4,5,4,1,2,5,1,10,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,15,0,0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0,12,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18,1,0,1,4,4,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,5,16,18,19,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,0,16,1,1,1,2,1,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,14,15,16,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,0,18,1,0,1,3,3,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,15,1,0,1,2,2,1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,10,10,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,16,1,0,1,3,3,1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,5,11,11,12,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,0,18,1,0,1,2,2,4,2,0,0,0,0,1,1,1,0,1,4,2,5,1,1,3,2,9,8,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,15,1,1,0,2,1,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,1,12,10,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,9,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,18,1,0,1,4,2,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,1,15,17,16,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0,18,1,0,1,2,3,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,15,15,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,16,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,15,15,14,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1,0,17,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,18,0,0,0,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,14,17,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,19,1,0,1,1,1,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,11,10,10,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,17,0,0,1,4,3,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,3,10,11,11,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,15,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,1,5,2,1,1,3,4,1,9,10,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,17,0,0,1,0,0,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,16,1,0,1,4,2,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,13,13,15,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1,1,17,1,0,1,3,2,2,2,0,0,0,1,0,1,1,1,0,4,1,2,2,2,1,0,14,14,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,15,1,0,1,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,9,11,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,17,0,0,1,4,3,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,10,10,11,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,17,1,0,0,3,1,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,1,12,11,12,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,17,1,0,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,7,10,11,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,15,1,0,1,4,4,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,1,16,15,16,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1,1,17,1,0,1,2,2,1,1,1,0,0,0,1,1,1,0,1,1,2,1,2,3,5,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,17,1,0,1,4,4,1,1,0,0,1,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,13,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,0,17,1,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,3,13,10,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,16,1,1,1,2,2,2,1,0,0,1,0,1,1,0,1,0,2,3,3,2,2,2,6,13,12,13,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,17,0,0,1,2,2,1,1,0,0,1,1,0,1,1,1,0,5,1,3,1,2,5,5,9,9,9,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,17,1,0,0,4,3,1,2,0,0,1,0,0,0,1,1,1,5,2,2,1,2,5,14,15,14,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,20,0,0,1,1,1,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,6,12,15,15,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1,1,17,0,0,1,4,3,2,2,1,0,1,1,1,0,1,0,1,4,5,5,1,3,2,3,11,11,12,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,1,14,12,11,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,15,1,0,1,4,3,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,2,5,14,13,15,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0,0,18,0,0,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11,10,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,18,0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,1,3,2,3,1,1,2,4,9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,18,1,0,1,4,2,1,2,0,0,1,0,1,1,0,0,1,5,4,5,1,3,5,5,10,12,14,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,16,1,0,0,4,2,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,13,14,14,0,0,0,0,1,0,0,1,0,1,0,0,1,0
0,1,17,0,0,1,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,11,10,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,16,1,0,1,2,2,1,1,0,0,1,0,0,0,1,1,0,1,2,2,1,3,5,7,10,11,12,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,1,16,1,1,1,2,2,2,2,0,0,1,0,1,1,1,1,0,5,4,4,2,4,5,2,10,10,10,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,0,17,1,0,0,4,4,2,2,0,1,1,0,0,1,1,0,0,4,1,4,1,1,1,1,10,13,13,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,15,1,0,0,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,2,1,1,1,1,15,14,15,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1,1,17,0,1,1,1,2,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,5,10,11,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,15,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,0,3,3,3,1,2,2,2,13,14,14,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0,0,16,1,1,1,2,4,2,2,0,0,1,0,1,1,1,1,1,4,2,3,1,2,5,2,15,12,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,17,1,0,1,4,4,1,2,0,1,0,1,0,1,1,1,1,5,3,1,1,4,5,1,12,11,11,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,19,1,0,1,1,1,2,2,1,0,1,0,0,1,1,1,1,1,1,4,4,1,1,11,7,8,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,15,0,0,1,1,2,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,10,12,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,19,1,0,1,1,1,1,2,2,0,1,0,1,1,0,1,0,4,4,3,3,4,4,2,9,9,10,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1,0,16,0,0,1,2,2,2,2,1,0,1,0,1,0,1,1,0,4,4,4,2,3,5,2,12,12,13,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,16,1,0,0,1,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,12,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,1,17,1,0,1,1,2,1,1,1,0,1,0,1,1,0,1,1,5,3,5,5,5,1,12,6,7,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,18,1,0,1,4,3,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,15,0,1,1,3,3,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,1,11,11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,3,9,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,18,0,0,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,3,4,3,15,14,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,17,0,0,1,2,2,3,1,1,0,1,0,0,0,1,1,0,4,4,5,1,2,5,0,9,9,9,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,17,1,0,1,1,1,1,3,0,0,0,0,0,1,1,1,0,4,3,3,1,1,3,0,13,14,14,0,0,0,1,0,0,0,0,1,0,0,1,1,0
1,0,18,1,0,1,1,2,2,2,0,0,1,0,0,1,0,0,0,4,1,1,1,1,4,0,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,1,3,4,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,10,11,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,17,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,8,10,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,16,0,1,1,2,1,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,10,8,8,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,18,0,1,1,3,2,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,1,14,14,15,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0,1,17,1,0,1,2,1,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,4,23,9,8,6,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,16,1,1,1,2,4,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,14,12,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,17,1,0,1,3,3,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15,15,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1,1,18,1,0,1,2,2,2,2,0,0,0,1,1,0,1,1,0,4,3,5,1,1,1,2,13,13,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,16,0,0,1,1,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,1,13,10,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,17,0,1,0,3,1,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,3,8,7,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,16,1,0,0,1,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,10,12,12,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,1,16,1,0,1,1,0,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,17,16,18,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1,1,16,1,0,0,1,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,11,11,12,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1,1,17,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,1,8,10,10,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,0,17,1,0,0,4,3,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,15,14,17,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,15,1,0,1,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,13,14,14,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,18,1,0,1,2,1,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,18,1,1,1,2,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,1,9,10,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,18,1,0,1,3,2,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,10,13,13,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,16,0,0,1,4,3,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,15,1,0,1,2,1,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,0,10,12,12,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,17,1,1,1,1,1,2,1,1,0,1,0,0,1,1,1,0,4,4,4,1,2,5,0,9,10,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,19,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,15,11,12,13,0,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1,16,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,15,17,16,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,16,1,1,1,3,1,1,2,0,1,1,0,0,1,1,1,0,3,3,3,2,3,2,1,12,13,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,1,21,0,1,1,1,1,2,2,2,0,1,0,1,1,0,1,0,5,3,3,5,2,4,22,8,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,19,1,0,1,1,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,16,1,0,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,14,13,15,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0,1,15,1,0,1,1,2,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,5,12,11,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,19,0,0,1,3,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,10,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,17,1,0,1,3,3,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,1,14,14,15,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1,0,15,0,1,1,1,1,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,9,11,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,17,0,0,1,1,1,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,1,11,9,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,17,0,1,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,13,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,16,1,1,1,4,3,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8,15,13,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,17,1,0,1,2,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,3,12,15,16,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0,0,16,1,0,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,3,15,15,16,0,0,0,0,1,0,0,1,0,1,0,0,1,0
0,0,17,1,0,0,2,2,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,10,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,17,1,0,1,4,4,1,1,0,1,1,0,0,0,1,0,0,4,2,1,1,1,4,0,13,14,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,17,1,1,1,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,7,10,10,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,17,1,0,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,1,18,18,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,18,1,1,0,2,4,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,11,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,16,1,1,0,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,7,9,9,10,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1,0,17,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,4,4,4,2,2,5,1,6,6,8,1,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,15,1,0,1,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,8,10,9,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1,17,1,1,1,4,4,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18,18,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,0,15,1,0,1,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,11,12,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,15,1,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,4,2,2,1,2,5,8,11,12,11,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1,0,18,0,1,0,3,2,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,7,7,9,10,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,0,17,0,1,1,4,4,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,5,13,11,11,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0,1,15,1,0,1,1,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,1,12,12,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,16,1,0,1,1,0,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,16,17,18,0,0,1,0,0,0,1,0,0,0,0,1,0,1
0,1,18,1,1,1,4,3,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,1,10,10,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,17,1,0,1,3,4,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8,8,9,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,17,1,0,1,4,4,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,18,0,1,1,2,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,4,7,6,7,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,18,1,0,1,2,2,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,11,9,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,18,0,1,1,4,4,1,2,0,1,0,0,1,1,1,1,0,5,4,3,3,4,2,1,13,14,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,18,0,0,1,4,4,3,1,0,0,1,1,1,1,1,1,1,2,5,5,1,1,1,7,12,13,14,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,17,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,10,7,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,17,1,0,1,2,2,1,1,0,0,1,0,1,1,0,0,0,4,5,3,1,1,5,4,9,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,15,1,0,0,3,4,1,2,0,0,1,0,1,0,1,1,0,5,4,3,1,1,1,0,16,16,16,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,16,1,0,0,4,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,18,1,0,1,2,1,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,16,1,0,1,3,4,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,14,12,11,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,17,1,0,1,3,3,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,12,12,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,17,0,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,15,17,16,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,15,1,0,1,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14,14,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,17,1,0,1,3,2,1,1,3,0,1,1,1,1,1,1,0,5,5,5,2,4,4,3,8,8,7,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,17,1,0,1,4,3,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,17,18,18,0,1,0,0,0,0,0,1,0,0,0,1,1,0
0,0,17,1,1,1,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,1,13,11,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,18,1,0,1,1,1,3,2,2,0,0,0,1,1,0,0,1,3,4,4,2,2,5,3,7,8,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,18,0,0,1,1,1,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,7,9,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,17,1,0,1,1,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,13,13,14,0,0,0,1,0,0,0,0,1,0,0,1,1,0
1,1,15,0,0,1,1,2,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,9,11,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,1,16,1,0,1,4,4,1,1,0,0,1,0,1,1,1,1,0,4,5,5,1,4,5,5,12,14,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,15,1,1,0,4,4,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,3,14,13,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,17,1,0,1,3,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,9,7,7,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,16,1,1,0,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,4,3,5,5,4,10,9,10,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0,1,15,1,0,0,3,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,17,15,16,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,18,1,0,1,2,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10,0,0,1,0,0,0,1,0,0,1,0,0,1,0
